title,description
Agenda do prefeito Fernando Haddad,Terça-feira¢ 23 de setembro de 2014
Primavera começa ensolarada e com temperatura em elevação na capital,A máxima alcança os 27ºC¢ enquanto que os menores índices de umidade se aproximam dos 35% à tarde. Não há previsão de chuva
Coleta seletiva de lixo é ampliada para mais dez distritos da cidade,Coleta seletiva será universalizada para todas as ruas de 17 distritos até outubro. Com esta medida¢ mais um milhão de pessoas serão beneficiadas com o serviço na cidade¢ totalizando 4¢7 milhões
Grajaú terá conjunto habitacional com 1.188 unidades,Apartamentos serão destinados a famílias que foram removidas da frente de obras do Programa de Aceleração do Crescimento (PAC) Mananciais
Novas tecnologias ajudam passageiros e combatem fraude nos ônibus,Objetivo é proporcionar cada vez mais viagens confortáveis e com maior segurança¢ principalmente no embarque e desembarque dos usuários
Centro esportivo formará atletas de alto rendimento na periferia de Santo Amaro,Após convênio firmado com o Instituto Península¢ centro esportivo Joerg Bruder¢ em Santo Amaro¢ ganhará pista de atletismo de alta tecnologia¢ campo oficial de futebol e equipamentos para criação de um Núcleo de Alto Rendimento (NAR)
Prefeitura de São Paulo instala Comissão da Memória e Verdade,Comissão buscará esclarecer o papel desempenhado pela Prefeitura e agentes públicos municipais¢ no período de 1964 a 1988¢ e garantir o direito do cidadão à memória e à verdade
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 24 de setembro de 2014
Programa de “De Braços Abertos” tem nova entidade gestora,O convênio com a Adesaf terá duração de 12 meses¢ e o objetivo é promover a reabilitação psicossocial  de pessoas em situação de vulnerabilidade social e uso abusivo de drogas
Operação de combate à pirataria na região da 25 de Março é realizada sem incidentes,Ação conjunta entre a Prefeitura e as polícias Civil e Militar aconteceu na madrugada desta quarta-feira (24) em cinco ruas da região da 25 Março e reuniu mais de 280 homens
Predomínio de sol e temperaturas em rápida elevação na capital paulista,No decorrer do dia o predomínio de sol favorece a rápida elevação das temperaturas com máximas que podem superar os 31ºC
Workshop discute instalação de parklets que estimulam convívio social na cidade,Em evento da Semana da Mobilidade¢ poder público¢ arquitetos e entidades discutem a criação de espaços de convivências em parklets
Capital ganha mais faixas e iluminação específica para segurança dos pedestres,Com programa “CET no seu bairro” foram criadas e revitalizadas 3.190 faixas de pedestres e mais de 71 mil pessoas participaram de ações de educação de trânsito. Cidade ganhou quase 15 mil pontos de Iluminação pedonal
Cidade de São Paulo ocupa posição pioneira em reciclagem de resíduos sólidos,Com inauguração das duas primeiras centrais mecanizadas de triagem da América Latina e ampliação da coleta seletiva¢ cidade iniciou processo inédito. Meta é aumentar o percentual de reciclagem em São Paulo de 2% para 10%¢ até 2016
Subprefeitura da Lapa recebe secretária da Pessoa com Deficiência,Marianne Pinotti¢ secretária municipal da Pessoa com Deficiência e Mobilidade Reduzida¢ esteve na Subprefeitura da Lapa para ouvir as principais necessidades da população
Convênio entre Prefeitura e governo do estado vai garantir moradias no centro da cidade,No total¢ serão viabilizadas 14.124 unidades habitacionais no centro expandido. Aporte da Prefeitura será de R$ 280 milhões
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 25 de setembro de 2014
Cidade tem chuvas fracas alternadas com períodos de sol ao longo do dia,Precipitações devem melhorar os índices de umidade e a qualidade do ar. Temperaturas devem permanecer abaixo dos 27ºC
Ocupação equilibrada das marginais e drenagem são desafios da cidade¢ diz Haddad,Em evento que discutiu crescimento sustentável das cidades¢ prefeito também falou sobre a importância das obras de drenagem para amenizar as enchentes no município
Haddad destaca ações de sustentabilidade adotadas na cidade durante conferência,Prefeito abordou posição pioneira da cidade para a reciclagem de resíduos sólidos¢ como a instalação de duas centrais de triagem automatizadas e a ampliação da coleta seletiva para mais distritos
Saúde convoca 1.263 aprovados em concursos públicos para tomar posse,Em novembro serão convocados 200 dentistas¢ 112 auxiliares técnicos de enfermagem¢ 111 enfermeiros¢ 50 fisioterapeutas¢ 50 fonoaudiólogos¢ 50 terapeutas ocupacionais e 50 psicólogos¢ totalizando 623 profissionais
Integração entre modais de transporte torna viagens mais rápidas,Caminhar¢ pedalar¢ tomar ônibus¢ metrô¢ trem ou taxi podem ser combinados para atender melhor às necessidades de transporte de cada cidadão
Intervenções urbanas nos largos São Francisco e Paissandu abrem série de ações no centro da cidade,Transformação dos espaços públicos é temporária¢ mas permite que as pessoas vivenciem as mudanças imaginadas para longo prazo e participem das discussões em torno de alternativas urbanísticas para a área central
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 26 de setembro de 2014
Sexta-feira com céu nublado e chuva na capital paulista,Antes do começo das precipitações¢ o ar fica abafado. A máxima alcança os 27ºC
Comissão da Memória e Verdade da Prefeitura de São Paulo é instalada em prédio histórico,Órgão tem a função de esclarecer o papel desempenhado pela Prefeitura e agentes públicos municipais¢ no período de 1964 a 1988
Prefeitura inaugura ciclovia em Sapopemba¢ na zona leste,Via para bicicletas de 2¢1 quilômetros instalada na Avenida Arquiteto Vilanova Artigas interliga a Cohab Teotônio Vilela¢ o Parque Linear Zilda Arns e o terminal de ônibus do bairro
Após dez anos¢ Casas de Cultura retornam para administração da Secretaria de Cultura,A medida atende a uma demanda da sociedade civil¢ movimentos culturais e artistas¢ que ganhou força em agosto do ano passado¢ durante a realização da 3ª Conferência Municipal de Cultura
Espaços no centro da cidade ganham intervenções urbanas temporárias,Apesar de provisórias¢ transformações dos espaços públicos permitirão que os cidadãos vivenciem as mudanças imaginadas para longo prazo e participem das discussões em torno de alternativas urbanísticas para a área central
Prefeitura investe em diversas frentes para melhorar mobilidade urbana dos paulistanos,Além do aumento de velocidade dos ônibus com as faixas exclusivas¢ a Prefeitura está dobrando a quantidade de corredores e criará quatro novos terminais. Cidade ganhará 400 quilômetros de ciclovias e pedestres contam com mais infraestrutura
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 29 de setembro de 2014
Sol aparece entre nuvens e favorece a elevação das temperaturas na Grande São Paulo,Entre o final da tarde e o início da noite a chegada da brisa marítima e a propagação de áreas de instabilidade favorecem a ocorrência de chuvas na forma de pancadas
Prefeitura apresenta rede de ciclovias criadas na cidade durante feira Brasil Cycle Fair,Programa que já abriu 79¢7 quilômetros de ciclovias em 2014 é atração de estande na principal feira da indústria de bicicletas na América Latina
M'Boi Mirim recebe mais um viaduto do sistema viário do córrego Ponte Baixa,Complexo viário ganhou ainda uma nova avenida¢ paralela ao córrego que está sendo canalizado. Investimentos na região são de R$ 490 milhões
Agenda do prefeito Fernando Haddad,Terça-feira¢ 30 de setembro de 2014
Sol com variação de nuvens e temperaturas em elevação nesta terça-feira,No decorrer do dia o sol volta a predominar e favorece a rápida elevação das temperaturas com máximas que podem superar os 32ºC
Grupo Pequeno Cidadão apresenta na Prefeitura música em apoio a ciclovias,Edgard Scandurra¢ guitarrista da banda Ira¢ e Taciana Barros visitaram nesta terça-feira (30) a sede da administração municipal para apresentar a canção Bici Bike Magrela¢ que convida as famílias a andarem de bicicleta pela cidade
Unidades de saúde do município serão interligadas por rede virtual de suporte,Programa Telessaúde São Paulo Redes foi instituído nesta terça-feira (30). Comitê Municipal de Telessaúde também foi instaurado¢ com coordenação de Ana Estela Haddad
Secretária da Pessoa com Deficiência vai ao Campo Limpo para encontro com a população,Marianne Pinotti participou do Gabinete Itinerante¢ cujo objetivo é aproximar ainda mais a Prefeitura das necessidades de cada região
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 1º de outubro de 2014
Frente fria muda o tempo na Grande São Paulo,No decorrer do dia ocorrem chuvas isoladas¢ alternadas com períodos de melhoria
Prefeitura encaminha proposta de lei orçamentária para a Câmara Municipal,Projeto de Lei Orçamentária Anual de 2015 prevê R$ 51¢3 bilhões em receitas e R$ 7¢8 bilhões em projetos. Gastos com Educação sobem 7%¢ Mobilidade Urbana  37% e Saúde  17%
Circuito São Paulo de Cultura terá mais de 1.600 atrações voltadas para crianças até o final do ano,No mês das crianças¢ atividades começam neste sábado (4)¢ com shows da Peppa Pig e do Pato Fu¢ além de oficinas culturais e apresentações de teatro e circo
Haddad propõe responsabilidade compartilhada na gestão da segurança pública,Proposta baseia-se em modelo utilizado durante a Copa do Mundo¢ com ações integradas dos governos municipal¢ estadual e federal.
Nota: Mudança de data do encontro com grupos culturais na zona leste,Evento¢ que aconteceria hoje¢ será realizado na próxima terça-feira (7) no mesmo local e horário
Controladoria e CADE firmam acordo para reprimir formação de cartéis em licitações,Parceria prevê a realização de análises históricas das contratações feitas pela Prefeitura de São Paulo e a comparação do comportamento das empresas nas licitações realizadas nas diferentes esferas federativas
Vice-prefeita visita zona leste em ação do Comitê Integrado de Subprefeituras,Como coordenadora do Comitê¢ Nádia visitou obras na zona leste da cidade¢ como a Praça Lions¢ que irá abrigar o futuro Parque Tatuapé¢ e o Largo São Rafael¢ que recebe obras de drenagem
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 2 de outubro de 2014
Quinta-feira terá céu encoberto¢ garoa intermitente e sensação de frio na capital paulista,Essa condição de tempo fechado e com declínio das temperaturas se dá em função do ar frio de origem polar que migra da região sul em direção ao sudeste
O que abre e o que fecha neste domingo (5)¢ primeiro turno das eleições gerais,Neste domingo (5)¢ quando haverá o 1º turno das eleições¢ alguns serviços municipais de atendimento à população funcionarão com um esquema especial.
Prefeitura recebe posse da Chácara do Jockey para transformar área em parque público,Área de 140 mil metros quadrados foi declarada de utilidade pública para desapropriação pela administração municipal¢ sem gasto de dinheiro público
Show do Public Enemy marca inauguração do Clube Tietê como espaço para espetáculos,Reformado para ser um centro esportivo aberto para a população¢ o local conta com cerca de 20 mil metros quadrados de grama sintética para receber grandes shows e espetáculos¢ com capacidade para cerca de 40 mil pessoas
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 3 de outubro de 2014
Termômetros registram 12ºC na Capital,Nesta sexta-feira (3) nebulosidade continua¢ acompanhada de baixas temperaturas e garoa isolada
Crianças atendidas por projetos sociais assistem a espetáculo de balé,Ação do programa São Paulo Carinhosa visa estimular a inclusão das crianças na agenda cultural da cidade
Agenda do prefeito Fernando Haddad,Sábado¢ 4 de outubro de 2014
Polos da Universidade Aberta ganham dois novos cursos com mais de mil vagas,Prefeito participou neste sábado (4) da aula inaugural dos cursos de Planejamento¢ Implementação e Gestão da Educação à Distância e de Novas Tecnologias no Ensino de Matemática. Cursos serão os primeiros dos 14 novos polos da UAB
Atrações infantis do Circuito Cultural reúnem 5.000 pessoas na Praça Roosevelt,Programação do Circuito Cultural de São Paulo conta com mais de 1.600 atividades distribuídas em 159 equipamentos da cidade até o fim do ano
Agenda do prefeito Fernando Haddad,Domingo¢ 5 de outubro de 2014
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 6 de outubro de 2014
Segunda-feira terá tempo estável e não há previsão de chuvas,De acordo com a equipe de meteorologia do CGE¢ durante o dia¢ o sol predominará entre poucas nuvens¢ facilitando a elevação das temperaturas
Professores e gestores da rede municipal têm 20% de desconto em livrarias,Com o Cartão do Educador¢ eles poderão comprar livros com preço reduzido em 95 livrarias em toda a cidade. Iniciativa visa incentivar atualização dos profissionais da rede
Agenda do prefeito Fernando Haddad,Terça-feira¢ 7 de outubro de 2014
Sol com variação de nuvens e temperaturas em elevação na capital paulista,No final da tarde a nebulosidade aumenta com a chegada da brisa marítima¢ mas não há previsão de chuva para a capital paulista
Ciclistas terão faixas exclusivas em 12 pontes na capital,Pontes receberão pintura de faixas e obras civis para permitir que bicicletas atravessem de maneira mais segura. Projetos incluem readequação de alças de acesso e interligação com ciclovias nos bairros
Largo do Paissandu terá programação especial para crianças,Nova programação do projeto Centro Aberto começa nesta quarta-feira (8) com shows de artistas de samba e reggae. No sábado (11) e domingo (12)¢ o Largo do Paissandu terá atividades especiais em comemoração ao Dia das Crianças
São Paulo adere ao movimento 'Outubro Rosa' e ilumina monumentos,Iniciativa visa chamar a atenção das mulheres para a importância do diagnóstico precoce do câncer de mama
Auditoria da Secretaria de Finanças desmantela tentativa de fraude na Nota Fiscal Paulistana e leva à prisão de três pessoas,Grupo que tentava fraudar o sistema de concessão de créditos no valor de R$ 143 mil foi preso em flagrante nesta terça feira (7)
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 8 de outubro de 2014
Tempo aberto e seco com termômetros em elevação,Temperatura máxima chega facilmente aos 29ºC. Não há previsão de chuvas para a região da capital e Grande São Paulo.
Prefeitura de São Paulo dialoga com coletivos culturais da zona leste da cidade,Prefeito Fernando Haddad levou equipe para ouvir principais demandas e debater projetos que possam ser implantados na área cultural
Ceret terá a iluminação remodelada com  675 novas luminárias,Novo projeto de iluminação dos equipamentos e da área verde traz mais segurança e incentiva a prática esportiva no período da noite
O que abre e o que fecha no feriado nacional de Nossa Senhora de Aparecida,Neste domingo (12)¢ feriado da Nossa Senhora de Aparecida¢ alguns serviços de atendimento à população da Prefeitura de São Paulo seguirão um esquema especial
Prefeito Fernando Haddad defende aumento do efetivo policial na Luz,Iniciativa tem objetivo combater o tráfico na região conhecida como Cracolândia. Programa 'De Braços Abertos' já realizou mais de 107 mil atendimentos na área da saúde
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 9 de outubro de 2014
Quinta-feira (9) será ensolarada e com temperaturas em rápida elevação,Os percentuais de umidade relativa do ar estarão em declínio e¢ entre 11h e 14h¢ os valores devem ficar em torno 25%
São Paulo promove 1º Semana de Ciência¢ Tecnologia¢ Inovação e Conhecimento,Evento contará com uma série de atividades¢ como palestras com especialistas no tema¢ a partir da próxima segunda-feira (13). Programação regular irá até o dia 17¢ mas a partir do dia 27¢ outros eventos debaterão popularização do conhecimento
Obra na zona leste reorganiza circulação de veículos na 'Curva do S',Intervenção é esperada por moradores da região há mais de 20 anos. Adequação geométrica eliminará curvas fechadas¢ o que trará segurança para moradores e mais velocidade para o transporte público
Prefeitura inicia processo participativo para revisão da Lei de Zoneamento,Secretaria Municipal de Desenvolvimento Urbano apresentou uma proposta do documento¢ que passará ainda por oficinas com a população. Projeto de Lei deverá ser encaminhado à Câmara Municipal no início de 2015 para apreciação dos vereadores
Ações adotadas pela Prefeitura são apresentadas em seminário “Cidades inteligentes”,Durante palestra¢ prefeito Haddad falou sobre implementação de ciclovias¢ faixas exclusivas e remodelação da iluminação pública para estudantes e especialistas. Seminário é organizado pelo jornal espanhol "El País" e foi realizado na tarde desta quin
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 10 de outubro de 2014
Zona norte ganha novos centros de acolhimento com modelo inédito,Equipamentos voltados às pessoas em situação de rua funcionarão como um circuito crescente de oportunidades e oferecem juntos 900 vagas
Sexta-feira deve apresentar predomínio de sol e calor na Grande São Paulo,Atenção para os baixos índices de umidade relativa do ar que devem atingir valores críticos¢ abaixo dos 30%¢ nas horas mais quentes
Parques¢ centros esportivos e CEUs terão programação especial para as crianças,A programação inclui espetáculo com a Orquestra experimental de Repertório com o clássico “Pedro e o Lobo” narrado pelo músico Emicida e apresentação da Orquestra Experimental com Toquinho
Controladoria Geral do Município e USP desenvolverão projetos para ampliar a transparência das informações municipais,Novas plataformas detalharão os recursos repassados pelo Município por meio de parcerias e tornarão o Diário Oficial da Cidade de São Paulo mais interativo e acessível
Sem custo extra¢ Prefeitura lança plano para iluminar cidade com LED,Parceria prevê a modernização de 580 mil pontos de luz no prazo de 5 anos. Concessão valerá por 24 anos e não terá custo adicional à administração municipal
Conselho da Cidade quer ampliar discussão sobre crise hídrica em São Paulo,Prefeito Fernando Haddad explicou que os conselheiros devem fazer recomendações sobre o problema de falta de água e enviá-las às autoridades competentes
Município amplia oferta de produtos da agricultura familiar na alimentação escolar,Somente em 2014¢ foram investidos R$ 9¢3 milhões na compra de produtos oriundos da agricultura familiar
Agenda do prefeito Fernando Haddad,Sábado¢ 11 de outubro de 2014
Agenda do prefeito Fernando Haddad,Domingo¢ 12 de outubro de 2014
Programação infantil leva crianças e adultos a parques e centros esportivos,No Parque Ibirapuera¢ apresentação da Orquestra Experimental de Repertório com o clássico “Pedro e o Lobo” narrado pelo músico Emicida reúniu pais e filhos assistidos por programas sociais
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 13 de outubro de 2014
Temperaturas em rápida elevação e umidade relativa do ar em queda,O tempo aberto vai proporcionar mais um dia quente e com baixos índices de umidade relativa do ar. A máxima hoje chega aos 35ºC e as menores taxas de umidade¢ em torno dos 20%
Zona oeste inicia projeto piloto de entrega noturna de cargas,Testes acontecerão até fevereiro de 2015 e terão participação voluntária de 18 empresas. Objetivo é reduzir o impacto no trânsito da cidade das entregas em estabelecimentos como shoppings centers¢ hipermercados e atacadistas
Prefeitura estuda mudar Ceagesp da zona oeste,Administração municipal propôs mudança no zoneamento da área para possibilitar a mudança. Cidade será convidada a discutir novas possibilidades de uso
Universidades e institutos de ciência e tecnologia levarão pesquisadores para periferia,Após a programação de palestras da Semana Municipal da Ciência¢ Tecnologia e Inovação¢ que começou nesta segunda (13) e vai até sexta-feira (17)¢ debates serão levados aos CEUs a partir do dia 27¢ com oficinas e demonstrações práticas para leigos
Agenda do prefeito Fernando Haddad,Terça-feira¢ 14 de outubro de 2014
Cidade recebe voluntários latino-americanos para ações em prol da superação da pobreza,Sexta edição do Encontro Latino Americano de Voluntários Teto tem como objetivo lembrar o Dia Internacional para Erradicação da Pobreza
Mais um dia com temperaturas ultrapassando os 30ºC em São Paulo,A máxima chega aos 33ºC. Em contrapartida¢ os percentuais de unidade entram em queda com valores que podem ficar abaixo dos 30% nas horas mais quentes do dia
Especialista norte-americano em combate às drogas conhece programa 'De Braços Abertos',Líder na defesa da política de redução de danos¢ Ethan Nadelmann faz parte de uma organização não-governamental fundada em Nova York (Estados Unidos) com o objetivo de defender políticas antidrogas
Prefeito visita obra de futuro Hospital Dia da Rede Hora Certa na zona leste,Unidade localizada em São Mateus atenderá a 18 especialidades e deve ser inaugurada no primeiro semestre de 2015. Haddad visitou ainda complexo de escolas na região
Quarta-feira terá máxima de 29°C mas não previsão de chuva,Os modelos de previsão estendida indicam que as chuvas mais significativas voltam a ocorrer a partir do dia 20
Comitê da Prefeitura irá garantir atendimento social após reintegrações,Administração municipal criou grupo para articular ações de saúde¢ educação¢ moradia e assistência de pessoas desalojadas nas reintegrações de prédios e terrenos públicos
Professores recebem prêmios em reconhecimento a suas ações na rede municipal,Prêmios “Professor em Destaque” e “Professor Emérito de São Paulo” 2014 reconheceram oito profissionais da rede em comemoração ao Dia dos Professores
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 15 de outubro de 2014
Sol e temperaturas em elevação na Grande São Paulo,No final da tarde a nebulosidade aumenta um pouco com a chegada da brisa marítima¢ entretanto não há previsão de chuva para a capital paulista
Wi-fi livre já está em mais de 70 locais públicos da cidade,Na manhã desta quarta-feira (16)¢ o prefeito Fernando Haddad entregou o serviço no Largo da Concórdia¢ na região do Brás¢ na zona leste. Outros seis pontos foram inaugurados na zona leste
Centro Aberto será ampliado no eixo da avenida São João,Projeto que convida cidadãos a ocuparem os espaços públicos do Centro conta com intervenções nos largos do Paissandu e São Francisco desde o fim de setembro. Praça Morada São João está ganhando bancos¢ cadeiras e equipamentos de ginástica
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 16 de outubro de 2014
Quinta-feira de sol e temperaturas em elevação na Grande São Paulo,A umidade relativa do ar entra em declínio e deve atingir valores em torno dos 30% nas horas mais quentes
Obelisco do Largo da Memória comemora 200 anos com programação cultural,Primeiro monumento da cidade de São Paulo passará por uma limpeza e proteção química para comemorar seu bicentenário. Programação conta com 56 apresentações criadas por 200 artistas¢ convidando população a ocupar o espaço
Marianne Pinotti vai a Vila Prudente e Sapopemba para diálogo com a população,A visita da secretária faz parte do programa Gabinete Itinerante¢ que está prevista para chegar a todas as subprefeituras
Nova ponte na Marginal Pinheiros desafogará trânsito da ponte João Dias,Ponte Laguna será alternativa para acesso ao Morumbi. Travessia contará com ciclovia e travessia para pedestres. Obra integra intervenções do Complexo Viário Chucri Zaidan
Sabesp promete atender equipamentos municipais que enfrentam falta de água,Após tratativas do prefeito Haddad com a presidente da Sabesp¢ Dilma Pena¢ companhia estadual promete enviar caminhão-pipa para atender equipamentos que enfrentam falta de água. Nos últimos dias¢ equipamentos de Saúde e Educação registraram problemas
Reforma no Autódromo de Interlagos vai garantir corridas da F1 até 2020,Investimentos de R$ 160 milhões é uma exigência da Federação Internacional de Automobilismo para que o Brasil continue sediando uma das etapas da corrida. Evento gera cerca de R$ 260 milhões para economia da cidade
UFABC apresenta primeira pesquisa sobre usos e empregos da internet,Relatório traz o resultado de mil entrevistas realizadas em 10 praças das 5 macrorregiões a partir de convênio realizado com a Secretaria de Serviços
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 17 de outubro de 2014
Prefeito propõe que coletivos culturais discutam ocupação da Chácara do Jockey,Haddad se reuniu com coletivos culturais da zona oeste e falou sobre necessidade de ampliação das discussões sobre modelo de uso e ocupação que será implantado nas cocheiras da Chácara do Jockey
Sexta-feira começa com céu nublado e tempo estável na capital paulista,O dia terá predomínio de sol e calor. A temperatura pode atingir os 34°C nas horas mais quentes do dia
Prefeitura apresenta projeto do primeiro túnel exclusivo para ônibus na zona leste,Túnel terá 700 metros de extensão entre o viaduto Antonio Nakashima e a avenida Alcântara Machado¢ na zona leste¢ e vai permitir uma economia de 30 minutos no trajeto dos ônibus
Public Enemy marca abertura do antigo Clube Tietê como espaço de shows,Sede do tradicional clube foi reformada para ser um centro esportivo e de eventos aberto à população e ganhou 20 mil metros quadrados de grama sintética para shows. Grupo se apresenta neste sábado (18) a partir das 15 horas¢ com entrada livre
Oficinas da revisão participativa do zoneamento começam neste sábado (18),Subprefeituras de Santana¢ Sé¢ Capela do Socorro¢ Vila Prudente e Sapopemba serão as primeiras a debaterem as propostas apresentadas pela Prefeitura
Capital registrou a maior temperatura dos últimos nove anos,De acordo com dados do CGE¢ a estação meteorológica automática de Jaçanã/Tremembé¢ na Zona Norte¢ aferiu 39¢3ºC¢ superando o recorde de 39¢2ºC¢ ocorrido em 22 de janeiro de 2006 na estação de Ermelino Matarazzo¢ na zona leste
Agenda do prefeito Fernando Haddad,Sábado¢ 18 de outubro de 2014
Centro Esportivo e de Lazer Tietê se prepara para show do Public Enemy,Apresentação¢ que acontece a partir das 15h¢ marca a reabertura do equipamento como espaço de shows e eventos. Estimativa é que o local receba 30 mil pessoas
Agenda do prefeito Fernando Haddad,Domingo¢ 19 de outubro de 2014
Public Enemy leva mais de 25 mil pessoas ao Centro Esportivo e de Lazer Tietê,Show gratuito levou grupos de amigos¢ crianças e famílias¢ marcando a reabertura do equipamento¢ que integra áreas de lazer¢ esportes e cultura. Evento ocorreu sem incidentes
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 20 de outubro de 2014
Cine Caixa Belas Artes recebe conselho para preservação do seu patrimônio cultural,Grupo será composto por amigos e apoiadores do espaço. Ato foi marcado por homenagem aos mobilizadores da ação¢ que impediu o fechamento deste tradicional cinema de rua
Sol aparece entre nuvens na capital paulista,No período da tarde a nebulosidade volta a aumentar¢ porém as chuvas podem ocorrer na forma de pancadas rápidas e isoladas
Justiça homologa acordo para banco alemão indenizar Prefeitura em R$ 44 milhões,Recursos serão utilizados para a construção de creches. Banco foi utilizado para a lavagem de dinheiro desviado da administração municipal na gestão de Paulo Maluf
Ligação entre São Paulo e Guarulhos na Vila Any¢ zona leste¢ ganhará nova ponte,Obra será realizada em parceria entre as prefeituras de São Paulo e Guarulhos e o governo estadual. Os prefeitos Fernando Haddad e Sebastião Almeida (Guarulhos) anunciaram nesta segunda-feira (20) o início das obras
Estão abertas as inscrições para os Jogos Municipais da Pessoa Idosa,Competição¢ que ocorre em novembro¢ terá 14 modalidades¢ entre as quais atletismo¢ bocha e dança de salão. Podem participar pessoas com mais de 60 anos
Novo programa prevê mais agilidade para firmar parcerias de conservação de praças,Adoção de áreas com até 5.000 metros quadrados¢ por meio de termos de cooperação¢ ganhará maior agilidade¢ passando do prazo médio de nove meses para no máximo 22 dias com programa Praças Mais Cuidadas. Ação de zeladores também será retomada
Agenda do prefeito Fernando Haddad,Terça-feira¢ 21 de outubro de 2014
Terça-feira (21) terá céu nublado e temperaturas agradáveis em São Paulo,Durante o dia os termômetros variam entre mínimas de 16ºC e máximas de 24ºC
Número de alunos por sala na pré-escola e ensino fundamental será reduzido em 2015,A determinação está prevista na Portaria 6.123¢ publicada no Diário Oficial da Cidade nesta terça-feira (21)¢ que dispõe sobre as diretrizes¢ normas e períodos para a realização de matrículas
Programa de educação ambiental São Paulo Mais Verde prevê plantio de 1.500 árvores,Educadores da rede municipal serão capacitados para realizar atividades de arborização nas escolas e nos bairros¢ envolvendo alunos e a comunidade
Itaquera ganhará novo terminal de ônibus de 40 mil m²,Local funcionará como ponto de ligação entre corredores previstos para a zona leste e servirá como alternativa a passageiros do Metrô. Ele atenderá ainda ao Polo Institucional Itaquera
Projetos das oito primeiras unidades do Território CEU são apresentados para a população,Após finalização e apresentação dos projetos¢ primeiras oito unidades do Território CEU terão a fase de pré-qualificação de empresas aberta até o início do próximo mês. Programa de Metas 213-2016 prevê 20 unidades até o fim da gestão
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 22 de outubro de 2014
Escolas municipais recebem homenagem por desempenho no Ideb 2013,Foram homenageadas 13 diretorias regionais de ensino¢ responsáveis por 329 escolas municipais que obtiveram bom desempenho nos anos finais do ensino fundamental
Quarta-feira terá céu encoberto com sensação de frio,Hoje o sol aparece em curtos períodos e¢ por conta da grande variação de nebulosidade as temperaturas não sobem muito. A máxima deve ficar por volta dos 21ºC
Entidades debatem sobre marco regulatório das organizações da sociedade civil,Em seminário¢ organizações e governos municipal e federal debatem a regulamentação da nova lei nacional de parcerias voluntárias. Lei estabelece regras para parcerias entre poder público e organizações da sociedade civil
Licitação para implementação de 32 poços artesianos estará aberta até novembro,Medida tem como objetivo oferecer uma alternativa estratégica de fornecimento de água. Poços deverão ser implementados em todas a subprefeituras
O que abre e o que fecha neste domingo (26)¢ segundo turno das eleições gerais,Neste domingo (26)¢ quando haverá o segundo turno das eleições¢ alguns serviços municipais de atendimento à população funcionarão com um esquema especial
Prefeitura anuncia compra de hospital particular para implementar de Rede Hora Certa,Área de 2.200 metros quadrados que abriga o Hospital Menino Jesus¢ em Ermelino Matarazzo¢ na zona leste¢ será adquirida pela Prefeitura e transformada em Hospital Dia da Rede Hora Certa. Em menos de dois anos¢ seis unidades foram inauguradas
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 23 de outubro de 2014
Sol entre muitas nuvens e temperaturas em elevação nesta quinta-feira (23),A temperatura máxima chega aos 26ºC nas horas mais quentes do dia. As taxas de umidade oscilam entre 40% e 90% e não há previsão de chuvas
Cidade alcança a marca de 100 quilômetros de ciclovias implementadas neste ano,A marca foi alcançada nesta quinta-feira (23) com a entrega de mais 8¢2 quilômetros de via no Jardim Helena¢ na zona leste. Circuito é interligado com estação da CPTM
Ex-professor da USP é homenageado com nome de escola na zona leste,Escola de ensino fundamental na Vila Progresso¢ na região de São Miguel Paulista¢ começou suas atividades em julho deste ano e atende 570 alunos. Educador morto em 2004¢ Azanha tem reconhecimento internacional por seu trabalho na educação
Ana Estela Haddad apresenta São Paulo Carinhosa em Cidade Tiradentes,Mães e educadoras da região conheceram as ações do programa¢ voltado a crianças de 0 a 6 anos. Região é uma das áreas prioritárias da iniciativa
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 24 de outubro de 2014
Sexta-feira (24) começa com expectativa de calor em São Paulo,Entre o fim da tarde e o início da noite chuvas ocorrem de forma isolada na região metropolitana e  na Capital.
Haddad defende apropriação dos espaços públicos durante seminário em São Paulo,Durante o seminário “Os Rumos Estratégicos do Brasil”¢ o prefeito falou sobre programas implantados durante a sua gestão e respondeu questionamentos de alunos e professores
Campanha de vacinação contra raiva é prorrogada até 8 de novembro,Cães e gatos com mais de três meses de idade devem receber vacina nos postos fixos
