title,description
Velocidade máxima na avenida Paulista é alterada para 50 km/h,Velocidade foi reduzida de 60 km/h para 50 km/h. Programa visa aumentar a segurança para usuários e incentivar o melhor compartilhamento do espaço urbano
Haddad fala sobre caso do Coronel Reynaldo Rossi,Coronel da PM foi agredido durante manifestos da última sexta-feira
Moradores de Paraisópolis recebem novas moradias,Ação abrange sete núcleos de favelas¢ onde vivem cerca de 20 mil famílias¢ aproximadamente 80 mil pessoas
Hackatona do Ônibus reúne jovens para desenvolvimento de aplicativos para o transporte,Participam da maratona 16 equipes em busca de soluções para as dificuldades do sistema viário paulistano. Três projetos melhores avaliados receberão prêmios em dinheiro
Na média¢ IPTU será reduzido em 25 distritos em 2014,Anhanguera¢ Campo Limpo¢ Cidade Dutra¢ Cidade Líder¢ Ermelino Matarazzo¢ Guaianases¢ Iguatemi¢ Itaim Paulista¢ Itaquera¢ Jaçanã¢ Jardim Helena¢ Jardim São Luís¢ Lajeado¢ Marsilac¢ Parelheiros¢ Parque do Carmo¢ Pirituba¢ Ponte Rasa¢ Raposo Tavares¢ Sã
Câmara Municipal aprova aumento do IPTU em primeira votação,Vereadores aprovaram em primeira votação a proposta para atualização da Planta Genérica de Valores (PGV)¢ um dos fatores usados para calcular o imposto. Principais mudanças são as travas de reajuste máximo do IPTU para até 20% (residencial) e 35% (co
Fundação Theatro Municipal promove I Encontro e Exposição Arquitetura & Gestão Cultural,Iniciativa visa propor discussões acerca da ocupação de equipamentos icônicos da arquitetura da cidade pela cultura
Prefeitura reorganiza 45 linhas de ônibus na Zona Leste,SPTrans realizará a partir deste sábado 16 alterações de itinerários¢ 14 seccionamentos¢ dez substituições¢ quatro alterações de numeração ou nome¢ além da criação de uma nova linha nas regiões de Cidade Tiradentes¢ São Mateus e Carrão
O que abre e o que fecha no Dia do Servidor Público,Esquema especial
Mais 7 quilômetros de faixas exclusivas para ônibus serão implementados na segunda-feira,Novos trechos contemplam zonas Sul¢ Norte e central. Operação Dá Licença para o Ônibus já soma mais de 243 quilômetros de faixas exclusivas implementados desde janeiro deste ano
São Paulo recebe incentivos para mobilidade urbana,Governo Federal anunciou o pacote de R$ 5¢4 bi para investimentos em obras do metrô e trem metropolitano
Prefeitura lança ações do plano Juventude Viva para enfrentar o racismo e prevenir a violência contra jovens,Ações serão implementadas em oito territórios da cidade¢ que concentram quase metade dos homicídios de jovens na capital
Seminário discute questão das vagas nas creches do país,Realizado na cidade de São Paulo¢ seminário tem o intuito de debater a questão para a elaboração de um documento sobre como lidar com a tensão existente entre o direito à creche e a equidade no acesso
Vice-Governador de Abidjã (Costa do Marfim) apoia São Paulo na EXPO 2020,Em visita à Vice-Prefeita¢ Nádia Campeão¢ a autoridade africana também propôs acordos de cooperação entre as duas regiões
CAT anuncia 345 vagas para profissionais com deficiência ou mobilidade reduzida,Os interessados podem comparecer a uma unidade do CAT¢ munidos de RG¢ CPF¢ carteira de trabalho e número do PIS. É necessária a apresentação de laudo médico.
Prefeito se reúne com comerciantes da região central para discutir fiscalização do comércio irregular,Segunda reunião do grupo de trabalho de revitalização das regiões de comércio popular da região central aborda intensificação de ações da Operação Delegada
Dois servidores são presos por desvio de mercadorias apreendidas,Servidores pertencem à Subprefeitura da Sé. Já foram sete funcionários presos desde a criação da Controladoria Geral do Município¢ no início deste ano
Câmara aprova alteração de indexador de dívida com a União,A mudança do indexador da dívida da cidade de São Paulo com a União pode reduzir em até 40% o estoque da dívida¢ que hoje é de R$ 54 bilhões e garantiria investimentos para a cidade.
Acordo garante a contratação de funcionários de empresa de ônibus descredenciada,Acordo foi feito hoje com a presença de representantes do sindicato dos empresários do setor e da SPTran e prevê a contratação dos ex-funcionários da Itaquera Brasil por empresas da Área 4
CET interdita túneis a partir desta quarta-feira para limpeza,Os túneis Max Feffer e Águia de Haia serão interditados¢ nos dois sentidos¢ entre 23h30 e 4h30
Equipes de 16 Subprefeituras realizarão reformas de guias e sarjetas,Mecanismo implantado faz com que água proveniente das chuvas tem uma destinação correta até a boca de lobo mais próxima¢ desta forma¢ evita pontos de alagamentos.
Mais de 200 vias receberão limpeza de bocas de lobo nesta semana,Serviço de manutenção das bocas de lobo¢ realizado manual e mecanicamente¢ tem o objetivo de garantir o escoamento da água e impedir que materiais sólidos¢ retidos durante as chuvas¢ obstruam a drenagem das águas.
São Paulo Aberta promove a transparência e a participação popular na cidade,Durante cinco dias serão promovidos seminários¢ painéis e oficinas. Evento será encerrado com maratona hacker¢ que irá premiar melhores aplicativos para melhoria do transporte público.
Rua Miguel Mota é bloqueada para obras da SIURB,Entre as ruas Pirajá e Amapá¢ a partir das 7h.
Córregos da cidade receberão limpeza durante a semana,Córregos Areião¢ Congonhas e Cintra estão na programação de limpeza. A ação é realizada constantemente pelas subprefeituras da capital.
Operação Tapa-Buraco passará por mais de 230 vias até quinta-feira,A finalidade da ação é realizar reparos e melhorar a qualidade do asfalto. A operação ocorre diariamente nos períodos diurno e noturno.
Subprefeituras realizam serviço de manutenção em áreas verdes da cidade,Entre os serviços estão corte de mato¢ remoção de detritos e a limpeza de canteiros¢ praças e áreas ajardinadas.
CET interdita Marginal Tietê para remoção de pórtico de PMV,Marginal Tietê¢ sentido Castello Branco.
Prefeitura recebe visita do prefeito de Tampa,Bob Buckhorn e a vice-prefeita Nádia Campeão trocaram experiências sobre turismo e mobilidade urbana. Tampa é localizada no estado norte-americano da Flórida
Prefeitura envia à Câmara projeto que garante férias e 13º a conselheiros tutelares,A proposta foi assinada nesta segunda-feira (21) pelo prefeito Fernando Haddad.
CET altera velocidade máxima para 40 km/h na região central,Ruas do centro histórico da cidade tiveram velocidade máxima alterada para 40 km/h. Ação visa aumentar a segurança para usuários e incentivar o melhor compartilhamento do espaço urbano
9º Festival a Arte de Contar Histórias acontece em bibliotecas da cidade,Com extensa programação destinada para jovens e adultos¢ a Secretaria de Cultura realiza o evento até dia 27de outubro.
Plataforma digital disponibiliza dados de orçamento e planejamento da cidade,Lançado nesta semana¢ site Planeja Sampa traz informações sobre o Programa de Metas¢ Plano Plurianual e legislações orçamentárias. Minuta de criação do Ciclo Participativo de Planejamento e Orçamento está disponível para consulta pública
Congresso discute a psicologia no desenvolvimento da primeira infância e na educação infantil,Abertura do evento contou com a participação da primeira-dama e coordenadora da Política para a Primeira Infância¢ Ana Estela Haddad
Com chuva forte e ventania¢ São Paulo volta ao estado de atenção,Com exceção da Zona Lesta¢ cidade entrou em estado de atenção às 18h30
São Paulo ganhará primeira Casa de Passagem para mulheres em situação de violência,Local poderá receber até cinco famílias simultaneamente¢ orientadas por equipes multidisciplinares capacitadas para acolher¢ de forma imediata¢ mulheres em situação de violência. O anúncio do novo equipamento acontece nesta sexta-feira
Praça Roosevelt terá passagem interditada para limpeza,CET irái interditar parcialmente a passagem sob a praça Franklin Roosevelt¢ em ambos os sentidos¢ das 23h30 de domingo (20) às 4h30 de segunda-feira (21)¢ para limpeza. Devido o bloqueio parcial¢ a passagem pela canalização será na própria via
Centro de Atenção à Saúde Sexual e Reprodutiva de Cidade Tiradentes completa 10 anos,Equipamento é o único na cidade especializado na assistência reprodutiva e sexual às mulheres. Centro oferece orientação¢ planejamento familiar¢ atendimento social e médico
CET interdita pista expressa da Marginal Tietê para manutenção,Pista será interditada sentido Ayrton Senna¢ entre as pontes das Bandeiras e Imigrante Nordestino
Operação Cata-Bagulho atende 29 subprefeituras neste sábado,Ação tem como finalidade recolher materiais sem utilidade como móveis velhos¢ pedaços de madeira e metal¢ eletrodomésticos quebrados¢ entre outros.
CET interdita avenida Anhaia Mello para obras,Interdição da pista sentido bairro da avenida Professor Luiz Ignácio de Anhaia Mello¢ entre a avenida Alberto Ramos e a rua Ribeirópolis¢ das 23h desta quinta (17) às 5h de sexta-feira (18)¢ em continuidade às obras da linha 15 do Metrô Monotrilho
CET interdita avenida Roberto Marinho e rua Amaro Cavalheiro para obras,Interdição de faixa de rolamento¢ à direita¢ na Avenida Jornalista Roberto Marinho¢ e rua Amaro Cavalheiro¢ entre as ruas Sumidouro e Pascoal Bianco¢ para realização de obras a partir deste sábado (19).
Zonas Norte e Sul ganham mais 4¢3 quilômetros de faixas exclusivas para ônibus,Faixas foram implementadas na Parada Inglesa e no Jabaquara. Operação "Dá Licença para o Ônibus" já instalou mais de 236 quilômetros desde o início do ano
Proposta de criação do Ciclo Participativo de Planejamento e Orçamento é apresentada,A Prefeitura de São Paulo apresentou durante seminário nesta quarta-feira (16)¢ a proposta de criação do Ciclo Participativo de Planejamento e Orçamento e lançou o portal Planeja Sampa
Prefeitura abre dados para hackers desenvolverem aplicativos para melhoria do transporte público,Prazo para inscrição de interessados em criar software e aplicativos sobre transporte público termina nesta sexta-feira (18). Três melhores projetos receberão prêmios entre R$ 3 mil a R$ 8 mil¢ no encerramento do evento ‘São Paulo Aberta’
CAT oferece mais de 7 mil oportunidades de emprego,Mais de 3 mil vagas são para candidatos que não tenham experiência profissional ou desejem mudar de área. O salário varia entre R$ 678¢00 e R$ 2¢2 mil¢ com oportunidades para todos os níveis de escolaridade
Prefeitura pede análise interligada do IPTU e do Orçamento de 2014,Prefeita em exercício Nádia Campeão afirmou que a Câmara deve considerar os impactos nas ações e investimentos do Orçamento de 2014 ao discutir a revisão de travas no aumento do IPTU
São Paulo é primeira cidade-sede a aderir ao Pacto pelo Trabalho Decente na Copa,Termo público promoverá ações para prevenção de abusos aos direitos do trabalhador. Está previsto o combate ao uso de trabalho forçado e de trabalho infantil¢ bem como o tráfico de pessoas para fins de exploração laboral e sexual
Dois túneis são interditados para realização de serviços de manutenção e limpeza,Interdição dos túneis Tribunal de Justiça do Estado de São Paulo e Papa João Paulo II (Anhangabaú) no horário das 23h30 às 4h30. As vias serão bloqueadas entre quinta (17) e segunda-feira (22)
Conselho da Cidade promove diálogo sobre segurança pública e direitos humanos,necessidade de uma atuação mais humanizada da Guarda Civil Metropolitana foi um dos temas debatidos. O secretário Rogério Sottili¢ da SMDHC¢ que participou do encontro com o secretário Roberto Porto (SMSU)¢ falou dos cursos de formação
